Rank,Prioridade,Finalidade,Status,Gerências,GPM,NOTA,ORDEM,DESCRICAO,Critério,OM - Status Sistema,OM - Status Usuário,Prazo demanda
1802,2,Produção / Confiabilidade,Parada,REFINO,PAR,13140691,,VS-572 - Disponibilizar tomada montant,Demanda Não-crítica,,,2022-02-02
1803,2,Produção / Confiabilidade,Parada,REFINO,PAR,12908269,,J-585B-VAZ-HC Castelo válvula de sucção,Demanda Não-crítica,,,2022-02-14
1804,2,Demanda Não-crítica,Programável,UTILIDADES,CAL,13582392,2025825254,T-323B(O-357)-Fixar Helice do Agitador,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2022-02-22
1805,2,Demanda Não-crítica,Programável,HDT,CAL,13698959,2026195488,TUB(LG-2225002)-Subst.Válv.Dren.,Demanda Não-crítica,LIB  IMPR CAPC DMNV NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2022-02-26
1806,2,Produção / Confiabilidade,Programável,REFINO,CAL,13235417,2025656155,O-620-Adequar plataforma do vaso,Demanda Não-crítica,LIB  IMPR CAPC DMNV NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2022-03-01
1807,2,Outro Crítico,Microplanejamento,UTILIDADES,COM,13355250,2025631991,U-420-Subst.Placas/Pintura,Demanda Não-crítica,ABER CAPC ERRD KKMP,SIMP MPMI,2022-03-08
1808,2,Demanda Não-crítica,Programável,REFINO,CAL,13735284,2026209171,D-573-P(O-589)-Rem.Lin.Des./Inst.Fla.Ter,Demanda Não-crítica,LIB  CAPC DMNV IMPA NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2022-03-24
1809,2,Demanda Não-crítica,Falta material,REFINO,CAL,13677547,2025973363,D-607-B(J-609)-Remover tubulação,Demanda Não-crítica,LIB  IMPR CAPC DMNV ERRD MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2022-03-25
1810,2,Outro Crítico,Programável,SOP,SMS,13858070,2026310137,SISAR 1 Sistema de Suprimento de AR,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX APRE,2022-04-29
1811,2,Demanda Não-crítica,Parada,HDT,PAR,13706035,2026203857,D-23133H(V-2313001A)-Subst.Retenç.2ºEst.,Demanda Não-crítica,ABER CAPC ERRD KKMP,SIMP MPMI,2022-04-30
1812,2,Demanda Não-crítica,Parada,HDT,PAR,13706224,2026203885,D-23133H(V-2313001B)-Revis.Retenç.,Demanda Não-crítica,ABER CAPC ERRD KKMP,SIMP MPMI,2022-04-30
1813,2,Produção / Confiabilidade,Programável,REFINO,CAL,13235517,2025348013,D-502-G(M-531)-Substituir Bucha,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2022-05-14
1814,2,Demanda Não-crítica,Falta material,UTILIDADES,CAL,13098490,2025243772,P-306B-Substituir Bóia de Nível,Demanda Não-crítica,ABER CAPC KKMP,IMPD ANEX FMAT MPMI,2022-05-15
1815,2,Outro Crítico,Falta material,REFINO,CAL,13855375,2026444798,FV-77018(HAZOP) - Instalar RO,Demanda Não-crítica,ABER CAPC ERRD KKMP,IMPD TRIA ANEX EQEC FMAT MPMI MPOP,2022-06-23
1816,2,Produção / Confiabilidade,Parada,REFINO,PAR,13235510,,PI-64170 Válv. manifold travada aberta,Demanda Não-crítica,,,2022-06-28
1817,2,Produção / Confiabilidade,Parada,REFINO,PAR,13254373,,PI-64166 Válv. do manifold travada abe,Demanda Não-crítica,,,2022-06-28
1818,2,Demanda Não-crítica,Programável,UTILIDADES,ELE,13895532,2026700847,SE-200A Substituir Tomadas,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2022-06-30
1819,2,Outro Crítico,Programável,REFINO,SOP,13119181,2024954507,Manutenção Prev. Ar Condic. - OP/RE,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2022-07-23
1820,2,Demanda Não-crítica,Impedido,HDT,CAL,13774507,2026336506,S8-004 FV-2316007 válvula de circulação,Demanda Não-crítica,LIB  CAPC DMNV IMPA KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2022-07-30
1821,2,Demanda Não-crítica,TO GPI - Aguarda TRIA,REFINO,CAL,13189852,2025580364,U-1200(IG) - Efetuar correção desvios,Demanda Não-crítica,LIB  IMPR CAPC KKMP NOLQ,SIMP ANEX EQEC MPMI 1ESC,2022-08-21
1822,2,Demanda Não-crítica,Programável,HDT,CAL,14020678,2026683896,UGH-Subst. válvula ar de serviço,Demanda Não-crítica,LIB  IMPR CAPC DMNV NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2022-08-26
1823,2,Demanda Não-crítica,Programável,SOP,SOP,14103423,2026777125,APLICAÇÃO DE HERBICIDA - RECAP/OP/RE,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX MPOP 1ESC APRE,2022-09-05
1824,2,Demanda Não-crítica,Programável,SOP,SOP,14108058,2026784171,SOP/IF Eliminação de Cupins,Demanda Não-crítica,LIB  CAPC KKMP NOLQ,SIMP TRIA ANEX MPOP 1ESC APRE,2022-09-05
1825,2,Demanda Não-crítica,Programável,REFINO,SOP,14108105,2026784189,ELIMINAÇÃO DE CUPINS NAS ÁREAS DO RE,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX MPMI MPOP 1ESC APRE,2022-09-05
1826,2,"Ordem, Limpeza e Arrumação",Microplanejamento,HDT,COM,13485857,2025825416,HDT/HDS/UGH-Pint.Estrut.Met./Repar.Bases,Demanda Não-crítica,ABER CAPC ERRD KKMP,SIMP ANEX MPMI,2022-09-26
1827,2,Demanda Não-crítica,Programável,REFINO,CAL,14137521,2026843970,M-643(Tub)-Reparar isolamento térmico,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2022-10-16
1828,2,Demanda Não-crítica,Programável,SOP,SOP,13038954,2024453944,SERVIÇOS DE APLICAÇÃO DE LARVICIDA,Demanda Não-crítica,LIB  CAPC DMNV IMPA KKMP NOLQ,SIMP TRIA ANEX MPMI APRE,2022-10-20
1829,2,"Ordem, Limpeza e Arrumação",Programável,HDT,COM,13488001,2025807488,U-2311(M-2311003)-Adequar Base da linha,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2022-10-24
1830,2,Gestão de Mudanças,Microplanejamento,HDT,CAL,14092058,2026753318,K-2313001(RESP)-Inst.proteção contrapeso,Demanda Não-crítica,ABER CAPC ERRD KKMP,SIMP MPMI,2022-10-31
1831,2,Demanda Não-crítica,Programável,UTILIDADES,SOP,14293436,2027145262,SE-130 Manutenção Corretiva Ar Condicion,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX MPMI 1ESC APRE,2022-10-31
1832,2,Demanda Não-crítica,Programável,SOP,SOP,14266899,2027097284,SOP/IF Manutenção preventiva,Demanda Não-crítica,LIB  CAPC KKMP NOLQ,SIMP TRIA MPOP 1ESC,2022-11-17
1833,2,Demanda Não-crítica,Parada,REFINO,PAR,14141219,2027043507,D-504J(V-614B)-Subst.Conex./Inst.Engat.,Demanda Não-crítica,LIB  IMPR CAPC MatC NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP OPER 1ESC,2022-11-23
1834,2,"Ordem, Limpeza e Arrumação",Programável,REFINO,CAL,14123769,2026845557,N-603(Tub)-Reparar isolamento térmico,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2022-11-30
1835,2,Demanda Não-crítica,Programável,REFINO,CAL,14034510,2026844096,M-613(Tub)-Reparar isolamento térmico,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2022-12-15
1836,2,Demanda Não-crítica,Programável,REFINO,CAL,14137520,2026845908,O-683(Tub)-Reparar isolamento térmico,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2022-12-15
1837,2,00000000,Impedido,UTILIDADES,ENG,11297877,2019535296,U-300/860-Apoio ECOLAB/APICE/BRASFI,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA AEGE AEGO ABCO EXCO,2022-12-23
1838,2,Demanda Não-crítica,Programável,REFINO,CAL,14199770,2026971394,M-604-Efetuar reparo isolamento térmico,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2022-12-29
1839,2,Demanda Não-crítica,Programável,SOP,SOP,13851586,2026298002,U-400 Subestações Pintura externa,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX MPMI MPOP 1ESC APRE,2022-12-30
1840,2,Demanda Não-crítica,Programável,SOP,SOP,14316697,2027181417,UNIDADE APLICAÇÃO CARRAPATICIDA,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX MPMI MPOP 1ESC APRE,2022-12-30
1841,2,Demanda Não-crítica,Impedido,REFINO,CAL,14324248,2027201226,J-548B-Subst. coletor condensado,Demanda Não-crítica,LIB  IMPR CAPC DMNV NOLQ,IMPD OPER TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2022-12-30
1842,2,Demanda Não-crítica,Falta material,REFINO,CAL,14324252,2027201236,J-593B-Subst. coletor condensado,Demanda Não-crítica,LIB  CAPC DMNV IMPA MATF MOME NOLQ,IMPD OPER TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2022-12-30
1843,2,Demanda Não-crítica,Programável,SOP,SOP,14338547,2027219789,UNIDADE CUPINS DE MONTÍCULO,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX MPMI MPOP 1ESC APRE,2022-12-30
1844,2,Demanda Não-crítica,Programável,SOP,SOP,14339103,2027221272,UNIDADE CUPINS DE MONTÍCULO,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX MPMI MPOP 1ESC APRE,2022-12-30
1845,2,Demanda Não-crítica,Programável,SOP,SOP,14339838,2027221745,UNIDADE CUPINS DE MONTÍCULO,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX MPMI MPOP 1ESC APRE,2022-12-30
1846,2,Demanda Não-crítica,Programável,SOP,SOP,14391398,2027327875,OP/TEU Manutenção Corretiva Ar Condicion,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX MPMI MPOP 1ESC APRE,2022-12-30
1847,2,Demanda Não-crítica,Impedido,SOP,SOP,14391414,2027329492,OP/TEU Manutenção Corretiva Ar Condicion,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX MPMI MPOP 1ESC APRE,2022-12-30
1848,2,Demanda Não-crítica,Programável,SOP,SOP,14389341,2027329646,Mini Audit. Manut. Corret. Ar Condiciona,Demanda Não-crítica,LIB  CAPC KKMP NOLQ,SIMP TRIA ANEX MPMI MPOP 1ESC APRE,2022-12-30
1849,2,Demanda Não-crítica,Programável,UTILIDADES,ELE,14092915,2026755341,V-0400032M Revisar motor elétrico reserv,Demanda Não-crítica,LIB  CAPC KKMP MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2022-12-31
1850,2,Demanda Não-crítica,Programável,REFINO,CAL,14199745,2026971242,M-644-Efetuar reparo isolamento térmico,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2022-12-31
1851,2,Gestão de Mudanças,Programável,UTILIDADES,AUT,14037597,2027035348,PN-0400016B V-416B adequar sinalização,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2022-12-31
1852,2,Demanda Não-crítica,Impedido,REFINO,CAL,14220146,2027010759,N-611 - Pintura Geral (PACOTE),Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2023-01-02
1853,2,Demanda Não-crítica,Impedido,REFINO,CAL,14220300,2027010944,N-614 - Pintura Geral (PACOTE),Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2023-01-02
1854,2,Demanda Não-crítica,Programável,REFINO,ELE,14132163,2026822713,O-617 U-600 Recompor eletroduto quebrado,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-01-07
1855,2,Demanda Não-crítica,Programável,REFINO,ELE,14134298,2026868958,LV-60221 Eletroduto rompido,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-01-11
1856,2,Demanda Não-crítica,Programável,REFINO,CAL,14248326,2027241456,U-600(Próx.H-601)-Reparar isolamento tér,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-01-19
1857,2,Demanda Não-crítica,Programável,REFINO,ELE,14140204,2026868520,N-703 caixas passagem quebradas,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2023-02-01
1858,2,Demanda Não-crítica,Programável,REFINO,ELE,14032082,2026640673,M-622 Remover cabos desativados,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-02-15
1859,2,Demanda Não-crítica,Falta material,REFINO,CAL,14198759,2026972890,J-1206A - Pintar base e tubulação,Demanda Não-crítica,LIB  CAPC DMNV IMPA MATF MOME NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2023-02-24
1860,2,Demanda Não-crítica,Programável,UTILIDADES,ELE,14134091,2026823980,T-6304M Revisão do motor elétrico,Demanda Não-crítica,LIB  CAPC KKMP MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-03-30
1861,2,Demanda Não-crítica,Programável,REFINO,CAL,14216491,2027023670,D-704-D(N-704)-Instalar guia de Corrente,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC FMAT MPMI MPOP 1ESC,2023-03-31
1862,2,Demanda Não-crítica,Programável,HDT,ELE,14394056,2027347198,V-5126010M RES Revisão externa,Demanda Não-crítica,LIB  CAPC KKMP MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-03-31
1863,2,Demanda Não-crítica,Programável,SOP,SOP,14549624,2027652217,LIMPEZA E DESINFECÇÃO DE CAIXAS D´ÁGUA,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX MPMI MPOP 1ESC APRE,2023-04-06
1864,2,Demanda Não-crítica,TO GPI - Aguarda MSPR,SOP,SOP,14548637,,UNIDADE Ar Condicionado Prédio 14,Demanda Não-crítica,,,2023-04-06
1865,2,Demanda Não-crítica,Programável,REFINO,ELE,14476062,2027513483,TE-75014 Suportar eletroduto,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-04-20
1866,2,Demanda Não-crítica,Programável,TRANSFERÊNCIA,ELE,14406610,2027526197,U-860-ETDI Substituir condulete quebrado,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-04-28
1867,2,Demanda Não-crítica,Impedido,HDT,ELE,13954128,2026548271,J-2225004AM Revisar motor Elétrico,Demanda Não-crítica,LIB  CAPC KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2023-05-25
1868,2,Demanda Não-crítica,Programável,SMS,SMS,14644490,2027857980,"SMS MONIT. CHAMINÉS (HDT,REFINO,UTILID.)",Demanda Não-crítica,LIB  IMPR CAPC KKMP NOLQ,SIMP TRIA AEGE AEGO MPOP,2023-05-25
1869,2,Demanda Não-crítica,Impedido,UTILIDADES,ELE,14339217,2027497108,BA-7421-CB IG-Instalar Exaustor,Demanda Não-crítica,LIB  CAPC NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2023-05-26
1870,2,Demanda Não-crítica,Programável,REFINO,ELE,14523358,2027609443,V-514 Recompor/suportar eletroduto,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI 1ESC,2023-05-26
1871,2,Demanda Não-crítica,Programável,REFINO,CAL,14302006,2027566821,FT-0570006-Fixar chapa costado do filtro,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-05-27
1872,2,Demanda Não-crítica,TM GPI - Aguarda Ordem,SMS,SMS,14510925,,UNIDADE U-570 tampa poço quebrada (SMS),Demanda Não-crítica,,,2023-06-10
1873,2,Demanda Não-crítica,Programável,UTILIDADES,AUT,14382381,2027841291,CCL-5 ARE-524 e 504 Portas sem maçaneta,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-06-16
1874,2,Demanda Não-crítica,Programável,UTILIDADES,ELE,14584131,2027768933,U-400 Remover cabos desativados,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2023-06-29
1875,2,Outro Crítico,Programável,UTILIDADES,CAL,14694847,2028044369,D-570(M-583)-Amaci.Válvs.,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI 1ESC APRE,2023-06-30
1876,2,Demanda Não-crítica,Parada,REFINO,PAR,13397748,,D-573-D (lift radial) Subst. retenções,Demanda Não-crítica,,,2023-06-30
1877,2,Demanda Não-crítica,Programável,SMS,SMS,14727985,2027984427,SMS GERENC.ÁREAS CONTAMIN.- AREA ADM.,Demanda Não-crítica,LIB  CAPC KKMP NOLQ,SIMP TRIA AEGE AEGO MPOP,2023-07-05
1878,2,Demanda Não-crítica,Programável,SMS,SMS,14728046,2027984438,SMS GEREN.ÁREAS CONTAMIN-AREA INDUSTRIAL,Demanda Não-crítica,LIB  CAPC KKMP NOLQ,SIMP TRIA AEGE AEGO MPOP,2023-07-05
1879,2,Demanda Não-crítica,Programável,SMS,SMS,14728091,2027984933,SMS GERENC.ÁREAS CONTAMIN.- AREA PRESERV,Demanda Não-crítica,LIB  CAPC KKMP NOLQ,SIMP TRIA AEGE AEGO MPOP,2023-07-05
1880,2,Demanda Não-crítica,Impedido,REFINO,CAL,14048366,2026999279,PG-011-00010(Tub)-Rep. isolamento térmic,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2023-07-13
1881,2,Demanda Não-crítica,Programável,SMS,SMS,14741096,2028000717,SMS MONITORAMENTO DE EMISSÕES FUGITIVAS,Demanda Não-crítica,LIB  CAPC KKMP NOLQ,SIMP TRIA MPMI MPOP 1ESC APRE,2023-07-13
1882,2,Demanda Não-crítica,Programável,UTILIDADES,ELE,14636337,2027829479,S-5132001AM Revisão Externa,Demanda Não-crítica,LIB  CAPC DMNV KKMP MOME NOLQ,SIMP TRIA ANEX EQEC MPMI 1ESC,2023-07-28
1883,2,Demanda Não-crítica,Programável,UTILIDADES,ELE,14636708,2027829546,S-5132001BM Revisão Externa,Demanda Não-crítica,LIB  CAPC DMNV KKMP MOME NOLQ,SIMP TRIA ANEX EQEC MPMI 1ESC,2023-07-28
1884,2,Demanda Não-crítica,Programável,SOP,SOP,14780736,2028070177,UNIDADE SUPORTE CONDENSADORA,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX MPMI MPOP 1ESC APRE,2023-07-28
1885,2,Demanda Não-crítica,TO GPI - Aguarda MSPR,SOP,SOP,14771887,,Substituição de banners AV1/RUA A e RUA,Demanda Não-crítica,,,2023-07-28
1886,2,Demanda Não-crítica,Programável,REFINO,CAL,14075139,2026844076,M-622(tub)-Reparar isolamento térmico,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-07-29
1887,2,"Ordem, Limpeza e Arrumação",Parada,Oficinas,PAR,14550758,2027649004,yTREINAMEMTO SAP  - NÃO ALTERAR,Demanda Não-crítica,ABER CAPC KKMP,SIMP,2023-07-31
1888,2,Demanda Não-crítica,TO GPI - Aguarda MSPR,SOP,SOP,14849174,,SOP Rua de acesso a NGB,Demanda Não-crítica,,,2023-08-17
1889,2,Demanda Não-crítica,Impedido,UTILIDADES,ELE,14636665,2027829393,J-5132002M Revisão Externa,Demanda Não-crítica,LIB  CAPC KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI 1ESC,2023-08-25
1890,2,Demanda Não-crítica,Falta material,UTILIDADES,ELE,14670926,2027930066,J-324AM Revisão geral Elétrica,Demanda Não-crítica,LIB  CAPC DMNV MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2023-08-31
1891,2,Demanda Não-crítica,Programável,REFINO,CAL,14666409,2028031187,FT-57060B(URFCC-10A)-Desobstruir tomada,Demanda Não-crítica,LIB  IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-09-03
1892,2,Demanda Não-crítica,Programável,SOP,SOP,14887043,2028266747,UNIDADE Manutenção Corretiva  Shelter -,Demanda Não-crítica,LIB  CAPC KKMP NOLQ,SIMP TRIA MPOP 1ESC APRE,2023-09-08
1893,2,Demanda Não-crítica,Microplanejamento,REFINO,CAL,14509925,2027571679,U-1100-TUBULACAO Adequação de tubulação,Demanda Não-crítica,ABER CAPC ERRD KKMP,IMPD MPMI,2023-09-30
1894,2,Demanda Não-crítica,Impedido,TRANSFERÊNCIA,ELE,14872948,2028280486,NGB - Reparar eletrodutos (PCTE),Demanda Não-crítica,ABER CAPC MatC,IMPD TRIA ANEX EQEC MPMI MPOP PMVL,2023-09-30
1895,2,Demanda Não-crítica,TO GPI - Aguarda MSPR,SOP,TIC,14975367,,S-8211 Gerador de emergência da TIC,Demanda Não-crítica,,,2023-10-24
1896,2,Demanda Não-crítica,Falta material,REFINO,CAL,14872558,2028419696,P-682-Adequação de grade da canaleta,Demanda Não-crítica,LIB  IMPR CAPC DMNV MATF MOME NOLQ,SIMP TRIA ANEX MPMI MPOP 1ESC,2023-10-27
1897,2,Demanda Não-crítica,Programável,UTILIDADES,ELE,14514449,2027801703,U-640 Suportar eletroduto solto,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-11-15
1898,2,Demanda Não-crítica,TO GPI - Aguarda MSPR,SOP,SOP,15868187,,UNIDADE PRÉDIO 14 - LABORATÓRIO,Demanda Não-crítica,,,2023-11-24
1899,2,Demanda Não-crítica,Programável,SMS,ELE,14988376,2028499878,Sirene prédio adm.-Substituir sirene de,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI 1ESC,2023-11-27
1900,2,"Ordem, Limpeza e Arrumação",Programável,UTILIDADES,ELE,14977937,2028441753,SE-620/TF-6201 - Adequação da iluminação,Demanda Não-crítica,LIB  CAPC KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-11-30
1901,2,Demanda Não-crítica,Parada,UTILIDADES,PAR,14364483,,L-572 Válvula dando passagem,Demanda Não-crítica,,,2023-11-30
1902,2,Demanda Não-crítica,Parada,HDT,PAR,13984828,,HDT Lista de parada PPI-2023,Demanda Não-crítica,,,2023-11-30
1903,2,Demanda Não-crítica,Programável,SOP,SOP,15043781,2028563623,UNIDADE Manutenção Corretiva,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX MPMI MPOP 3ESC APRE,2023-12-01
1904,2,Demanda Não-crítica,Programável,SMS,ELE,15004076,2028504857,Sirene SE-742-Substituir sirene de emerg,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI 1ESC,2023-12-06
1905,2,Demanda Não-crítica,Programável,SMS,ELE,15004123,2028504859,Sirene URFCC-Substituir sirene de emergê,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI 1ESC,2023-12-06
1906,2,Demanda Não-crítica,Programável,REFINO,CAL,14096863,2027040984,M-518C-Instalar.Parafusos,Demanda Não-crítica,LIB  CAPC DMNV IMPA MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-12-07
1907,2,Demanda Não-crítica,Impedido,REFINO,CAL,14347772,2027280098,L-506(Maç.7)-Limpar/desobstruir queimado,Demanda Não-crítica,LIB  CAPC DMNV IMPA NOLQ,IMPD OPER TRIA EQEC ANEX MPOP MPMI 1ESC APRE,2023-12-20
1908,2,Demanda Não-crítica,Programável,SOP,SOP,15522832,2029466572,Manutenção Preventiva Ar Cond CCL-5,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA MPMI MPOP,2023-12-20
1909,2,Demanda Não-crítica,Falta material,REFINO,CAL,14872568,2028419697,P-682-Instalação guarda-corpo/corrimão,Demanda Não-crítica,LIB  CAPC IMPA MatC NOLQ,FMAT IMPD TRIA EQEC PMAU ANEX MPOP MPMI 1ESC,2023-12-25
1910,2,Demanda Não-crítica,Programável,SOP,SOP,14755913,2028020226,UNIDADE Av. 5,Demanda Não-crítica,LIB  CAPC DMNV IMPA KKMP NOLQ,SIMP TRIA MPMI MPOP 1ESC APRE,2023-12-29
1911,2,Demanda Não-crítica,Programável,SOP,SOP,14759043,2028044739,PINTURA DE SE's e CCL's:,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI 1ESC APRE,2023-12-29
1912,2,Demanda Não-crítica,Programável,SOP,SOP,14894453,2028282276,Pintura casa de amostras.,Demanda Não-crítica,LIB  CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX MPMI MPOP 1ESC APRE,2023-12-29
1913,2,Demanda Não-crítica,Programável,REFINO,CAL,14820236,2028310481,D-703-C (M-709) tubulação sem suportação,Demanda Não-crítica,LIB  IMPR CAPC DMNV NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2023-12-29
1914,2,Demanda Não-crítica,Falta material,REFINO,CAL,14839317,2028356479,U-640(J-643A/B)-Subst. grades canaleta,Demanda Não-crítica,LIB  IMPR CAPC DMNV MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2023-12-29
